"","IndicatorID","IndicatorName","ParentCode","ParentName","AreaCode","AreaName","AreaType","Sex","Age","CategoryType","Category","Timeperiod","Value","LowerCI95.0limit","UpperCI95.0limit","LowerCI99.8limit","UpperCI99.8limit","Count","Denominator","Valuenote","RecentTrend","ComparedtoEnglandvalueorpercentiles","Comparedtosubnationalparentvalueorpercentiles","TimeperiodSortable"
"43",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E06000033","Southend-on-Sea","County & UA","Female","15-44 yrs",NA,NA,"2008/09",215.278815966512,168.442414980381,271.108040199306,NA,NA,72,33445,NA,NA,"Same","Worse",20080000
"44",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E06000034","Thurrock","County & UA","Female","15-44 yrs",NA,NA,"2008/09",267.167728487126,215.1067892805,328.022767730095,NA,NA,91,34061,NA,NA,"Same","Worse",20080000
"45",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000035","Medway","County & UA","Female","15-44 yrs",NA,NA,"2008/09",275.305129852253,233.011216483885,323.056191790538,NA,NA,150,54485,NA,NA,"Worse","Worse",20080000
"46",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000036","Bracknell Forest","County & UA","Female","15-44 yrs",NA,NA,"2008/09",192.939244663383,141.764499864802,256.568293680817,NA,NA,47,24360,NA,NA,"Same","Same",20080000
"47",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000037","West Berkshire","County & UA","Female","15-44 yrs",NA,NA,"2008/09",187.951330497576,142.352502268357,243.512749045282,NA,NA,57,30327,NA,NA,"Same","Same",20080000
"48",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000038","Reading","County & UA","Female","15-44 yrs",NA,NA,"2008/09",191.318286408646,150.226004403788,240.182588748149,NA,NA,74,38679,NA,NA,"Same","Same",20080000
"49",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000039","Slough","County & UA","Female","15-44 yrs",NA,NA,"2008/09",156.572931671573,116.211447790637,206.421890976191,NA,NA,50,31934,NA,NA,"Better","Better",20080000
"50",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000040","Windsor and Maidenhead","County & UA","Female","15-44 yrs",NA,NA,"2008/09",152.763961915589,110.556036705866,205.77205417928,NA,NA,43,28148,NA,NA,"Better","Better",20080000
"51",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000041","Wokingham","County & UA","Female","15-44 yrs",NA,NA,"2008/09",77.7252412721031,49.8000286763601,115.648997971867,NA,NA,24,30878,NA,NA,"Better","Better",20080000
"52",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000042","Milton Keynes","County & UA","Female","15-44 yrs",NA,NA,"2008/09",176.265471126949,142.094847619003,216.173952947994,NA,NA,92,52194,NA,NA,"Better","Same",20080000
"53",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000043","Brighton and Hove","County & UA","Female","15-44 yrs",NA,NA,"2008/09",112.055997298376,87.834014248763,140.893593133856,NA,NA,73,65146,NA,NA,"Better","Better",20080000
"54",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000044","Portsmouth","County & UA","Female","15-44 yrs",NA,NA,"2008/09",233.240037318406,190.767242703537,282.351285860846,NA,NA,105,45018,NA,NA,"Same","Same",20080000
"55",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000045","Southampton","County & UA","Female","15-44 yrs",NA,NA,"2008/09",190.832823245598,156.238279564371,230.806802520339,NA,NA,106,55546,NA,NA,"Same","Same",20080000
"56",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E06000046","Isle of Wight","County & UA","Female","15-44 yrs",NA,NA,"2008/09",126.15826336625,84.4901689544,181.184310430185,NA,NA,29,22987,NA,NA,"Better","Better",20080000
"57",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E06000047","County Durham","County & UA","Female","15-44 yrs",NA,NA,"2008/09",245.206861755802,215.343168225636,278.053975687685,NA,NA,243,99100,NA,NA,"Same","Worse",20080000
"58",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E06000049","Cheshire East","County & UA","Female","15-44 yrs",NA,NA,"2008/09",209.869705890926,176.992189928973,247.082975701083,NA,NA,144,68614,NA,NA,"Same","Better",20080000
"59",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E06000050","Cheshire West and Chester","County & UA","Female","15-44 yrs",NA,NA,"2008/09",242.358752701451,205.931068774627,283.37360768799,NA,NA,157,64780,NA,NA,"Same","Same",20080000
"60",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E06000051","Shropshire","County & UA","Female","15-44 yrs",NA,NA,"2008/09",145.822940250969,114.891891239982,182.519154540335,NA,NA,76,52118,NA,NA,"Better","Better",20080000
"61",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000052","Cornwall","County & UA","Female","15-44 yrs",NA,NA,"2008/09",229.824962694289,199.85898479607,263.01619485845,NA,NA,211,91809,"Value for Cornwall & Isles of Scilly combined",NA,"Same","Same",20080000
"62",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000053","Isles of Scilly","County & UA","Female","15-44 yrs",NA,NA,"2008/09",NA,NA,NA,NA,NA,NA,NA,"Value for Cornwall & Isles of Scilly combined",NA,"Not compared","Not compared",20080000
"63",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000054","Wiltshire","County & UA","Female","15-44 yrs",NA,NA,"2008/09",250.901859217464,218.627357488592,286.598979597835,NA,NA,217,86488,NA,NA,"Worse","Same",20080000
"64",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E06000055","Bedford","County & UA","Female","15-44 yrs",NA,NA,"2008/09",94.9848024316109,64.0858473322597,135.5967116097,NA,NA,30,31584,NA,NA,"Better","Better",20080000
"65",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E06000056","Central Bedfordshire","County & UA","Female","15-44 yrs",NA,NA,"2008/09",93.4655396618986,68.4285220435872,124.669931954214,NA,NA,46,49216,NA,NA,"Better","Better",20080000
"66",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E06000057","Northumberland","County & UA","Female","15-44 yrs",NA,NA,"2008/09",210.605896965115,174.17681488134,252.4056399227,NA,NA,117,55554,NA,NA,"Same","Same",20080000
"67",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000001","Bolton","County & UA","Female","15-44 yrs",NA,NA,"2008/09",212.344790354508,175.763395609658,254.294627899699,NA,NA,118,55570,NA,NA,"Same","Same",20080000
"68",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000002","Bury","County & UA","Female","15-44 yrs",NA,NA,"2008/09",178.426601784266,137.995120893867,227.002385624512,NA,NA,66,36990,NA,NA,"Same","Better",20080000
"69",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000003","Manchester","County & UA","Female","15-44 yrs",NA,NA,"2008/09",204.274785077688,180.152166077519,230.727741861838,NA,NA,259,126790,NA,NA,"Same","Better",20080000
"70",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000004","Oldham","County & UA","Female","15-44 yrs",NA,NA,"2008/09",447.318304619337,387.75539278137,513.441577885558,NA,NA,202,45158,NA,NA,"Worse","Worse",20080000
"71",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000005","Rochdale","County & UA","Female","15-44 yrs",NA,NA,"2008/09",316.62391088308,265.826652878039,374.301242663508,NA,NA,137,43269,NA,NA,"Worse","Worse",20080000
"72",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000006","Salford","County & UA","Female","15-44 yrs",NA,NA,"2008/09",241.990320387184,200.797151239433,289.147553800716,NA,NA,121,50002,NA,NA,"Same","Same",20080000
"73",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000007","Stockport","County & UA","Female","15-44 yrs",NA,NA,"2008/09",350.800661613683,303.052646949175,403.936251125756,NA,NA,193,55017,NA,NA,"Worse","Worse",20080000
"74",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000008","Tameside","County & UA","Female","15-44 yrs",NA,NA,"2008/09",475.534420692414,413.952217610815,543.695463070243,NA,NA,214,45002,NA,NA,"Worse","Worse",20080000
"75",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000009","Trafford","County & UA","Female","15-44 yrs",NA,NA,"2008/09",222.390250411422,180.945583887655,270.486131282361,NA,NA,100,44966,NA,NA,"Same","Same",20080000
"76",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000010","Wigan","County & UA","Female","15-44 yrs",NA,NA,"2008/09",219.759220332505,184.62467621834,259.633944524675,NA,NA,138,62796,NA,NA,"Same","Same",20080000
"77",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000011","Knowsley","County & UA","Female","15-44 yrs",NA,NA,"2008/09",346.464776081098,284.211771168946,418.300751604962,NA,NA,108,31172,NA,NA,"Worse","Worse",20080000
"78",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000012","Liverpool","County & UA","Female","15-44 yrs",NA,NA,"2008/09",262.582474768211,232.461821856495,295.522662993931,NA,NA,275,104729,NA,NA,"Worse","Same",20080000
"79",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000013","St. Helens","County & UA","Female","15-44 yrs",NA,NA,"2008/09",294.014904517932,239.479968540519,357.254761602907,NA,NA,101,34352,NA,NA,"Worse","Same",20080000
"80",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000014","Sefton","County & UA","Female","15-44 yrs",NA,NA,"2008/09",275.903136165145,231.944405914192,325.769669124569,NA,NA,139,50380,NA,NA,"Worse","Same",20080000
"81",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E08000015","Wirral","County & UA","Female","15-44 yrs",NA,NA,"2008/09",340.090690850894,295.020274387632,390.099418527416,NA,NA,204,59984,NA,NA,"Worse","Worse",20080000
"82",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E08000016","Barnsley","County & UA","Female","15-44 yrs",NA,NA,"2008/09",211.68972970564,171.269632692315,258.779717056745,NA,NA,95,44877,NA,NA,"Same","Same",20080000
"83",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E08000017","Doncaster","County & UA","Female","15-44 yrs",NA,NA,"2008/09",214.710227077536,178.722901976193,255.81754259324,NA,NA,125,58218,NA,NA,"Same","Same",20080000
"84",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E08000018","Rotherham","County & UA","Female","15-44 yrs",NA,NA,"2008/09",202.372365151879,164.835615117895,245.900768826301,NA,NA,101,49908,NA,NA,"Same","Same",20080000
"85",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E08000019","Sheffield","County & UA","Female","15-44 yrs",NA,NA,"2008/09",143.117246051573,122.352906337631,166.395716695579,NA,NA,169,118085,NA,NA,"Better","Better",20080000
"86",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E08000021","Newcastle upon Tyne","County & UA","Female","15-44 yrs",NA,NA,"2008/09",65.247143448232,46.8224766358816,88.5151175494683,NA,NA,41,62838,NA,NA,"Better","Better",20080000
"87",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E08000022","North Tyneside","County & UA","Female","15-44 yrs",NA,NA,"2008/09",184.469208803983,144.594412661408,231.942334882323,NA,NA,73,39573,NA,NA,"Same","Same",20080000
"88",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E08000023","South Tyneside","County & UA","Female","15-44 yrs",NA,NA,"2008/09",408.997955010225,338.538417872126,489.797666368107,NA,NA,118,28851,NA,NA,"Worse","Worse",20080000
"89",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E08000024","Sunderland","County & UA","Female","15-44 yrs",NA,NA,"2008/09",206.291903042806,170.46299105727,247.427487468295,NA,NA,116,56231,NA,NA,"Same","Same",20080000
"90",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E08000025","Birmingham","County & UA","Female","15-44 yrs",NA,NA,"2008/09",160.642231619957,144.914812614955,177.610994771913,NA,NA,381,237173,NA,NA,"Better","Better",20080000
"91",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E08000026","Coventry","County & UA","Female","15-44 yrs",NA,NA,"2008/09",151.46289159156,123.369012781427,184.041143478594,NA,NA,101,66683,NA,NA,"Better","Better",20080000
"92",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E08000027","Dudley","County & UA","Female","15-44 yrs",NA,NA,"2008/09",101.201141416152,77.4108543383478,129.997099865346,NA,NA,61,60276,NA,NA,"Better","Better",20080000
"93",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E08000028","Sandwell","County & UA","Female","15-44 yrs",NA,NA,"2008/09",173.081159329074,142.251663297976,208.60960289962,NA,NA,110,63554,NA,NA,"Better","Same",20080000
"94",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E08000029","Solihull","County & UA","Female","15-44 yrs",NA,NA,"2008/09",151.084946208549,114.725133971319,195.312328387545,NA,NA,58,38389,NA,NA,"Better","Better",20080000
"95",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E08000030","Walsall","County & UA","Female","15-44 yrs",NA,NA,"2008/09",217.619547580414,179.509291136691,261.427552898798,NA,NA,114,52385,NA,NA,"Same","Same",20080000
"96",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E08000031","Wolverhampton","County & UA","Female","15-44 yrs",NA,NA,"2008/09",357.519634274997,307.594999775068,413.23870539766,NA,NA,183,51186,NA,NA,"Worse","Worse",20080000
"97",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E08000032","Bradford","County & UA","Female","15-44 yrs",NA,NA,"2008/09",203.111897885027,177.042723015177,231.938926923935,NA,NA,218,107330,NA,NA,"Same","Same",20080000
"98",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E08000033","Calderdale","County & UA","Female","15-44 yrs",NA,NA,"2008/09",185.65443187235,145.778660386214,233.072138041337,NA,NA,74,39859,NA,NA,"Same","Same",20080000
"99",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E08000034","Kirklees","County & UA","Female","15-44 yrs",NA,NA,"2008/09",197.450873749675,168.639266080504,229.773146867058,NA,NA,167,84578,NA,NA,"Same","Same",20080000
"100",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E08000035","Leeds","County & UA","Female","15-44 yrs",NA,NA,"2008/09",139.230330074916,122.136849805109,158.046469982983,NA,NA,239,171658,NA,NA,"Better","Better",20080000
"101",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E08000036","Wakefield","County & UA","Female","15-44 yrs",NA,NA,"2008/09",206.873128106957,173.330739062721,245.012802484269,NA,NA,134,64774,NA,NA,"Same","Same",20080000
